status,totalResults,source,author,title,description,url,urlToImage,publishedAt,content
ok,70,"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,"Dow Jones Leads Market On Coronavirus Vaccine Hopes, But Nasdaq Slips Into Red - Investor's Business Daily",The Dow Jones Industrial Average was up 200 points Friday afternoon as the stock market got a boost from bullish coronavirus vaccine news.,https://www.investors.com/market-trend/stock-market-today/dow-jones-rallies-lead-stock-market-coronavirus-vaccine-near/,https://www.investors.com/wp-content/uploads/2018/01/stock-bull-18-adobe.jpg,2020-07-10T16:55:00Z,"The Dow Jones Industrial Average was up 200 points Friday afternoon, as the stock market got a boost from bullish coronavirus vaccine news.
XThe Dow Jones industrials rose 0.8% and the S&amp;P 500 aâ€¦ [+4998 chars]"
ok,70,"{'id': 'google-news', 'name': 'Google News'}",,Kids Shipped in Armoires? The Person Who Started the Wayfair Conspiracy Speaks - Newsweek,,https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vd3d3Lm5ld3N3ZWVrLmNvbS93YXlmYWlyLWNoaWxkLXRyYWZmaWNraW5nLWNvbnNwaXJhY3ktdGhlb3J5LWNhYmluZXRzLXNjYW5kYWwtMTUxNzAxM9IBY2h0dHBzOi8vd3d3Lm5ld3N3ZWVrLmNvbS93YXlmYWlyLWNoaWxkLXRyYWZmaWNraW5nLWNvbnNwaXJhY3ktdGhlb3J5LWNhYmluZXRzLXNjYW5kYWwtMTUxNzAxMz9hbXA9MQ?oc=5,,2020-07-10T16:37:58Z,
ok,70,"{'id': None, 'name': 'WBNG-TV'}",WBNG,Oakdale Mall to open July 20 - WBNG-TV,12:33 P.M. UPDATE: (WBNG) -- The Oakdale Mall says it will reopen on July 20. The malls says it plans to be compliant with the HVAC filtration mandates by Governor Andrew Cuomo. ðŸ“¢Mall Re-opening update!Mark your calendar ðŸ—“Tentative date July 20th we plan toâ€¦,http://wbng.com/2020/07/10/malls-open-across-state-but-oakdale-mall-remains-closed/,https://quincy-network.s3.ca-central-1.amazonaws.com/wp-content/uploads/sites/19/2020/07/Oakdale-Mall-Pic.jpg,2020-07-10T16:30:00Z,"12:33 P.M. UPDATE:
(WBNG) -- The Oakdale Mall says it will reopen on July 20.
The malls says it plans to be compliant with the HVAC filtration mandates by Governor Andrew Cuomo.
Mall Re-opening upâ€¦ [+861 chars]"
ok,70,"{'id': None, 'name': 'The Takeout'}",Allison Robicelli,Sur La Table bankruptcy means big liquidation sales - The Takeout,Kitchenware retailer Sur La Table has filed for Chapter 11 bankruptcy protection in this cuckoo crazy coronavirus world. I must remind you that filing for Chapter 11 bankruptcy does not mean a company is going out of businessâ€”it means itâ€™s working on reorganiâ€¦,https://thetakeout.com/sur-la-table-bankruptcy-means-big-liquidation-sales-1844337060,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/mascqsvn1a44vvdsfjt0.jpg",2020-07-10T16:28:00Z,Kitchenware retailer Sur La Table has filed for Chapter 11 bankruptcy protection in this cuckoo crazy coronavirus world. I must remind you that filing for Chapter 11 bankruptcy does not mean a companâ€¦ [+1589 chars]
ok,70,"{'id': None, 'name': 'Forbes'}",Tanisha Pina,The Lululemon Online Warehouse Sale You Donâ€™t Want To Miss - Forbes,"Lululemon sales are few and far between, but this weekend you can shop the brand's most popular products at steep discounts.",https://www.forbes.com/sites/forbes-personal-shopper/2020/07/10/lululemon-warehouse-sale-what-to-buy/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5f07847f3e0bd30006e3a375%2F0x0.jpg%3FcropX1%3D43%26cropX2%3D1156%26cropY1%3D0%26cropY2%3D627,2020-07-10T16:15:00Z,Fitness and athleisure brand Lululemon is known for many things: super comfortable yoga and running leggings; stylish everyday clothing thats as comfortable as athletic wear; and high price tags thatâ€¦ [+8831 chars]
ok,70,"{'id': None, 'name': 'CNBC'}",Phil LeBeau,"American Airlines tells Boeing: No financing, no 737 Max deliveries - CNBC","American Airlines executives have told Boeing they will not take delivery of 17 Boeing 737 Max airplanes unless the airline can secure financing to pay for the aircraft, people familiar with the discussions told CNBC.",https://www.cnbc.com/2020/07/10/american-airlines-tells-boeing-no-financing-no-737-max-deliveries.html,https://image.cnbcfm.com/api/v1/image/106011692-1562770624382aa.jpg?v=1594395792,2020-07-10T16:08:00Z,"American Airlines executives have told Boeing they will not take delivery of 17 737 Max airplanes unless the carrier can secure financing to pay for the aircraft, people familiar with the discussionsâ€¦ [+2440 chars]"
ok,70,"{'id': 'reuters', 'name': 'Reuters'}",Jonathan Stempel,"Buffett's Berkshire Hathaway reduces share count, suggesting possible buybacks - Reuters","Berkshire Hathaway Inc has reduced its share count by 1.2% since April 23, a regulatory filing shows, suggesting that Chairman Warren Buffett might have become more aggressive in repurchasing its significantly underperforming stock.",https://www.reuters.com/article/us-berkshire-buffett-stock-idUSKBN24B2CZ,https://s3.reutersmedia.net/resources/r/?m=02&d=20200710&t=2&i=1525314357&w=1200&r=LYNXMPEG691DN,2020-07-10T16:08:00Z,"(Reuters) - Berkshire Hathaway Inc has reduced its share count by 1.2% since April 23, a regulatory filing shows, suggesting that Chairman Warren Buffett might have become more aggressive in repurchaâ€¦ [+2750 chars]"
ok,70,"{'id': None, 'name': 'CNBC'}",Lizzy Gurdus,Are leveraged and inverse ETFs worth the risk? Two industry pros break it down - CNBC,"Leveraged and inverse exchange-traded funds can be dangerous for investors who don't do their homework, two industry leaders warn.",https://www.cnbc.com/2020/07/10/leveraged-and-inverse-etfs-worth-the-risk-two-industry-pros-explain.html,https://image.cnbcfm.com/api/v1/image/104608156-GettyImages-818482452-wall-street.jpg?v=1594315696,2020-07-10T16:00:00Z,"Are leveraged and inverse exchange-traded funds worth the risk?
As investors flock to the stock market and the ETF industry in this period of historically low interest rates, issuers are hoping buyeâ€¦ [+3927 chars]"
ok,70,"{'id': None, 'name': 'Motley Fool'}",Lou Whiteman,"United Strikes Deal With Pilots on Buyouts, Early Retirements - The Motley Fool","The agreement might not be enough to avoid layoffs, but it should help mitigate some of the need.",https://www.fool.com/investing/2020/07/10/united-strikes-deal-with-pilots-on-buyouts-early-r.aspx,https://g.foolcdn.com/editorial/images/581892/ual-787-landing-source-ual.jpg,2020-07-10T15:59:00Z,"United Airlines Holdings (NASDAQ:UAL) late Thursday reached a tentative agreement with its pilots union for voluntary furloughs and early retirement offers, part of the airline's effort to limit layoâ€¦ [+1276 chars]"
ok,70,"{'id': 'google-news', 'name': 'Google News'}",,WASDE: Lower Corn Supplies on Due to Acreage Reduction - Agweb Powered by Farm Journal,,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vd3d3LmFnd2ViLmNvbS9hcnRpY2xlL3dhc2RlLWxvd2VyLWNvcm4tc3VwcGxpZXMtZHVlLWFjcmVhZ2UtcmVkdWN0aW9u0gEA?oc=5,,2020-07-10T15:57:00Z,
ok,70,"{'id': None, 'name': 'Yahoo Entertainment'}",David Knowles,Looking ahead to a COVID vaccine: Who will make it? Who will receive it? How much will it cost? - Yahoo News,With lives and billions of dollars at stake several companies are rushing to produce a vaccine for COVID-19.,https://news.yahoo.com/looking-ahead-to-a-covid-vaccine-who-will-make-it-who-will-receive-it-how-much-will-it-cost-154734127.html,https://s.yimg.com/ny/api/res/1.2/4NLD1liQPMI4r0OXQDo8Jg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/Soc1LZikXuePXlY8fSWlSA--~B/aD0yNjY2O3c9NDAwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-images/2020-07/ca8be710-c22b-11ea-9e1d-f48155bbb0ae,2020-07-10T15:47:00Z,"With the number of new cases of COVID-19 continuing to set records in the U.S. and deaths from the disease rising daily, public health officials and politicians have increasingly pinned their hopes oâ€¦ [+6060 chars]"
ok,70,"{'id': None, 'name': 'WGME'}",WGME,Union threatens to fine BIW workers if they cross picket line - WGME,The Local S6 union released a statement on Facebook accusing Bath Iron Works of using propaganda to convince strikers to cross the picket line. The union says it will fine any members who cross the picket line for the amount of wages they earn until the strikâ€¦,http://wgme.com/news/local/union-threatens-to-fine-biw-workers-if-they-cross-picket-line,http://static-28.sinclairstoryline.com/resources/media/b33af6f2-15ea-4742-94d4-dccbda1aa148-large16x9_strike4.jpg?1594394557647,2020-07-10T15:25:00Z,
ok,70,"{'id': None, 'name': 'Endpoints News'}",Jason Mast,Another four biotechs scratch out the first number and ask for more as IPO boom continues - Endpoints News,Four more biotechs are raising their offers in an already record year for biotech IPOs. Softbank-backed Relay Therapeutics scratched out its original $200 million filing and proposed a $250 million raise that would make them a $1.5 billion company. CAR-T deveâ€¦,https://endpts.com/another-four-biotechs-scratch-out-the-first-number-and-ask-for-more-as-ipo-boom-continues/,https://endpts.com/wp-content/uploads/2020/05/Nasdaq-social-ap-scaled.jpg,2020-07-10T14:37:27Z,"Four more biotechs are raisÂ­ing their ofÂ­fers in an alÂ­ready record year for biotech IPOs.
SoftÂ­bank-backed ReÂ­lay TherÂ­aÂ­peuÂ­tics scratched out its origÂ­iÂ­nal $200 milÂ­lion filÂ­ing and proÂ­posed a â€¦ [+2472 chars]"
ok,70,"{'id': 'reuters', 'name': 'Reuters'}",Lucia Mutikani,U.S. producer prices unexpectedly fall; underlying inflation stabilizing - Reuters,"U.S. producer prices unexpectedly fell in June as rising costs for energy goods were offset by weakness in services, pointing to subdued inflation that should allow the Federal Reserve to keep pumping money into the economy to arrest a downward spiral.",https://www.reuters.com/article/us-usa-economy-idUSKBN24B226,https://s2.reutersmedia.net/resources/r/?m=02&d=20200710&t=2&i=1525303416&w=1200&r=LYNXMPEG6917I,2020-07-10T14:30:00Z,"WASHINGTON (Reuters) - U.S. producer prices unexpectedly fell in June as rising costs for energy goods were offset by weakness in services, pointing to subdued inflation that should allow the Federalâ€¦ [+4241 chars]"
ok,70,"{'id': None, 'name': 'WPXI Pittsburgh'}",WPXI.com News Staff,"Group sues owners of Kennywood, Sandcastle, Idlewild parks over mask policy - WPXI Pittsburgh","A group of parents of children with disabilities, as well as adults with disabilities themselves, have filed a lawsuit against the owners of Kennywood, Sandcastle, and Idlewild over the companyâ€™s mask policy.",https://www.wpxi.com/news/top-stories/parents-sue-owners-kennywood-sandcastle-idlewild-parks-over-mask-policy/BDJKAZ5F6RBOZHBJ4PF5FPXG5A/,https://d1hfln2sfez66z.cloudfront.net/07-10-2020/t_ca2d8d9898fc4748bfc99187912a557a_name_4A3C00C4E52D44C1AE9A258EDC3D80C7.jpg,2020-07-10T14:15:09Z,"PITTSBURGH â€” A group of parents of children with disabilities, as well as adults with disabilities themselves, have filed a lawsuit against the owners of Kennywood, Sandcastle, and Idlewild over the â€¦ [+1239 chars]"
ok,70,"{'id': None, 'name': 'WKBW-TV'}",Megan Erbacher,"8,000 National Grid customers without power in North Buffalo, estimated restoration Saturday morning - WKBW-TV","As Western New York entered another day of a heatwave, 11,000 National Grid customers lost power on Friday morning. 3,000 customers had their power restored early Friday afternoon.",https://www.wkbw.com/news/local-news/1-278-national-grid-customers-without-power-in-north-buffalo-and-parts-of-northern-erie-county,https://ewscripps.brightspotcdn.com/dims4/default/d5f5938/2147483647/strip/true/crop/1350x709+0+99/resize/1200x630!/quality/90/?url=http%3A%2F%2Fewscripps-brightspot.s3.amazonaws.com%2F2c%2Fc4%2Fc29b3a644079ab0bfdb51d5844d5%2Fpower-outage.jpg,2020-07-10T14:10:00Z,"BUFFALO, N.Y. (WKBW) As Western New York entered another day of a heat wave, 11,078 National Grid customers lost power on Friday morning.
The outage map provided on National Grid's website reported â€¦ [+1086 chars]"
ok,70,"{'id': None, 'name': 'Motley Fool'}",Rekha Khandelwal,3 Reasons to Buy Oil Stocks Right Now - Motley Fool,"Pummeled oil stocks may finally have reasons to cheer, and here are 2 oil stocks to consider.",https://www.fool.com/investing/2020/07/10/3-reasons-to-buy-oil-stocks-right-now.aspx,https://g.foolcdn.com/editorial/images/581221/dollar-symbol-and-oil-barrels-on-stock-market-graph.jpg,2020-07-10T13:42:00Z,The energy sector has gained the distinction of the most-hated market sector over the last few years. Excess oil supply coupled with plummeting demand resulted in oil prices briefly falling into negaâ€¦ [+4400 chars]
ok,70,"{'id': None, 'name': 'Benzinga'}",Globe Newswire,"Insights on the Public Cloud Global Market to 2026 - Featuring IBM, Amazon & Salesforce Among Others - Benzinga","Dublin, July 10, 2020 (GLOBE NEWSWIRE) -- The ""Global Public Cloud Market By Organization Size, By Services Type, By End User, By Region, Industry ...",https://www.benzinga.com/pressreleases/20/07/g16584517/insights-on-the-public-cloud-global-market-to-2026-featuring-ibm-amazon-salesforce-among-others,,2020-07-10T12:33:00Z,"Dublin, July 10, 2020 (GLOBE NEWSWIRE) -- The ""Global Public Cloud Market By Organization Size, By Services Type, By End User, By Region, Industry Analysis and Forecast, 2020 - 2026"" report has been â€¦ [+6497 chars]"
ok,70,"{'id': None, 'name': 'fox8.com'}","fox8webcentral, Associated Press",United Airlines plans to furlough 450 employees at Cleveland Hopkins International Airport - WJW FOX 8 News Cleveland,United Airlines intends to furlough 450 employees at Cleveland Hopkins International Airport,https://fox8.com/news/united-airlines-plans-to-furlough-450-employees-at-cleveland-hopkins-international-airport/,https://fox8.com/wp-content/uploads/sites/12/2020/06/united_1920_1553262384034_78669705_ver1.0.jpg?w=1280&h=720&crop=1,2020-07-10T12:31:00Z,"CLEVELAND, Ohio (WJW) â€” United Airlines intends to furlough 450 employees at Cleveland Hopkins International Airport. 
The layoff would start Oct. 1 and last at least six months, according to a lettâ€¦ [+712 chars]"
ok,70,"{'id': None, 'name': 'CNBC'}",Tim Mullaney,"The union battle versus Trump administration over bringing workers back, safely - CNBC",The Trump administration's Department of Labor and its workplace safety arm OSHA are in an escalating battle with the powerful union AFL-CIO over protecting employees from coronavirus.,https://www.cnbc.com/2020/07/10/as-workplaces-reopen-unions-ask-trump-admin-where-is-osha.html,https://image.cnbcfm.com/api/v1/image/106518966-15886171832020-05-04t152822z_878313436_rc2rhg92ctqo_rtrmadp_0_health-coronavirus-usa.jpeg?v=1594395296,2020-07-10T12:27:00Z,"A Tyson Foods employee puts on a second protective mask outside of the company's meat processing plant, which has been hit by a coronavirus disease (COVID-19) outbreak, in Waterloo, Iowa, U.S.
As atâ€¦ [+15544 chars]"
ok,70,"{'id': None, 'name': 'fox8.com'}",fox8.com,Bed Bath & Beyond plans to close 200 stores over the next two years - WJW FOX 8 News Cleveland,Bed Bath & Beyond has announced their plans to close roughly 200 stores in the next two years.,https://fox8.com/news/coronavirus/bed-bath-beyond-plans-to-close-200-stores-over-the-next-two-years/,https://fox8.com/wp-content/uploads/sites/12/2020/07/hypatia-h_47d7cb33b5296bd3a784490fcfd0b9e4-h_2dad84ac2176a809d1934c0c26295d1c.jpg?w=1280&h=720&crop=1,2020-07-10T11:34:00Z,"(CNN) â€” Bed Bath &amp; BeyondÂ has announced their plans to close roughly 200 stores in the next two years.
Starbucks is closing up to 400 stores in shift to takeout strategy
The retail chain which â€¦ [+1796 chars]"
ok,70,"{'id': None, 'name': 'Bankrate.com'}",Jeff Ostrowski,"Current Refinance Rates, July 10, 2020 | Rates retreat - Bankrate.com","Several benchmark refinance rates fell today. If youâ€™re shopping for a mortgage, see how your payments might be affected.",https://www.bankrate.com/mortgages/rates/refinance-rates-for-friday-july-10-2020/,,2020-07-10T11:32:58Z,"EPSTOCK/Shutterstock.com
Multiple key mortgage refinance rates were down today.
The national averages for 30-year fixed and 15-year fixed refinances both dropped. The average rate on 10-year fixed â€¦ [+4356 chars]"
ok,70,"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,PC shipments surge as the world gets serious about working from home - The Verge,"Demand for PCs and laptops has increased during the coronavirus pandemic. Both IDC and Gartner report that PC shipments have increased, just as businesses and schools adjust to remote work and education.",https://www.theverge.com/2020/7/10/21319750/pc-shipments-coronavirus-pandemic-idc-gartner-q2-2020,https://cdn.vox-cdn.com/thumbor/OQ3ACTa5rJKg5LwREaxoEdqzx-4=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19250342/akrales_190930_3689_0056.jpg,2020-07-10T10:11:55Z,"The pandemic has created a demand for PCs and laptops
Photo by Amelia Holowaty Krales / The Verge
The ongoing coronavirus pandemic has made it more difficult to buy a new laptop recently, and were â€¦ [+2081 chars]"
ok,70,"{'id': 'financial-times', 'name': 'Financial Times'}",Derek Brower,Is the party finally over for US oil and gas? - Financial Times,"News, analysis and comment from the Financial Times, the worldÊ¼s leading global business publication",https://www.ft.com/content/e9e0ce5d-3bc0-45dd-9b7c-54b0828b9e99,,2020-07-10T09:53:00Z,"Expert insights, analysis and smart data help you cut through the noise to spot trends,
risks and opportunities.
Join over 300,000 Finance professionals who already subscribe to the FT."
ok,70,"{'id': None, 'name': 'KOMO News'}","Suzanne Phan, KOMO News Reporter",First Seattle volunteer in human COVID-19 vaccine trials says she feels 'fantastic' - KOMO News,"The race to develop a COVID-19 vaccine is heating up globally and right here in our area. In Seattle, we&rsquo;ve got a lot of companies and volunteers doing their part to try and help. &ldquo;It&rsquo;s been 16 weeks since I had the first dose,"" said Jennifeâ€¦",http://komonews.com/news/coronavirus/first-seattle-volunteer-in-human-covid-19-vaccine-trials-says-she-feels-fantastic,http://static-31.sinclairstoryline.com/resources/media/1ef38c1d-5bc2-404b-b0b9-a09a93c58022-large16x9_FTP9645PKgCovid19VaccTrialsSuzanne_frame_349.jpg?1594362750137,2020-07-10T06:35:30Z,
ok,70,"{'id': 'associated-press', 'name': 'Associated Press'}","Stan Choe, Damian J. Troise",Wall Street rallies as optimism returns to cap erratic week - The Associated Press,"NEW YORK (AP) â€” Optimism returned to Wall Street on Friday, and stocks rallied to cap a shaky week dogged by worries that rising coronavirus counts may halt the economyâ€™s recent upswing....",https://apnews.com/e3fe25aabbfc1fee055b0e14e7708cfa,https://storage.googleapis.com/afs-prod/media/55812eb94ee0423980cf5daa19fd3f47/3000.jpeg,2020-07-10T05:58:32Z,"NEW YORK (AP) Optimism returned to Wall Street on Friday, and stocks rallied to cap a shaky week dogged by worries that rising coronavirus counts may halt the economys recent upswing. 
The S&amp;P 5â€¦ [+4096 chars]"
ok,70,"{'id': None, 'name': 'Deseret News'}",Herb Scribner,"Coronavirus: Lysol, Clorox, Microban 24 kills COVID-19, EPA says - Deseret News",EPA reveals a slew of cleaning products to use to kill COVID-19,https://www.deseret.com/u-s-world/2020/7/9/21318587/coronavirus-lysol-clorox-microban-24-kill-covid-19,https://cdn.vox-cdn.com/thumbor/Bx1cP5vedjfDZ_6M-fh4k2tu_pU=/0x317:4204x2518/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/20074950/AP20112086475479.jpg,2020-07-10T02:00:00Z,"The Environmental Protection Agency has approved the first disinfectant to kill the coronavirus, and its fairly common Lysol.
Whats happening
<ul><li>The EPA tested two versions of Lysol spray.</liâ€¦ [+1102 chars]"
ok,70,"{'id': 'cbs-news', 'name': 'CBS News'}",Megan Cerullo,Starbucks requiring all U.S. customers to wear masks starting July 15 - CBS News,"In the absence of a national mandate, Starbucks will require that everyone mask up or else have their coffee delivered.",https://www.cbsnews.com/news/starbucks-face-masks-required-customers-july-15/,https://cbsnews3.cbsistatic.com/hub/i/r/2020/07/09/36c49f0e-6b97-41bb-a935-94b0c9c916c0/thumbnail/1200x630/635e641a356feff0068ae87dd101163b/gettyimages-1217457825.jpg,2020-07-09T20:59:00Z,"Coffee giant Starbucks will soon enforce a mask mandate across all of its U.S. stores beginning July 15, requiring every customer who enters a company-owned store in the U.S. to wear a face coveringsâ€¦ [+1100 chars]"
ok,70,"{'id': None, 'name': 'Timesonline.com'}",Daveen Rae Kurutz,No new restrictions in Beaver County as cases rise; Allegheny County changes orders - The Times,"Beaver County officials continue to wait to see if the state Department of Health plan to add indoor dining and gathering restrictions to the region.,",https://www.timesonline.com/article/20200709/NEWS/200709145,https://www.timesonline.com/storyimage/PA/20200709/NEWS/200709145/AR/0/AR-200709145.jpg,2020-07-09T20:06:00Z,"Beaver County officials continue to wait to see if the state Department of Health plan to add indoor dining and gathering restrictions to the region., while Allegheny County health officials extendedâ€¦ [+4087 chars]"
ok,70,"{'id': 'cnn', 'name': 'CNN'}","Parija Kavilanz, CNN Business",Coronavirus canceled office clothing. These stores are in big trouble - CNN,The new work-from-home normal has rapidly recalibrated the fashion code for professional wear. That spells trouble for big retailers who sell clothing normally worn at the office.,https://www.cnn.com/2020/07/08/business/office-wear-dead-brooks-brothers/index.html,https://cdn.cnn.com/cnnnext/dam/assets/200708131951-store-mannequins-suits-nyc-0622-super-tease.jpg,2020-07-09T20:01:00Z,
ok,70,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Kirsten Korosec,"Harley-Davidsonâ€™s â€˜Rewireâ€™ plan starts with 700 jobs cuts, ousted CFO - TechCrunch","Harley-Davidson, the storied and struggling Milwaukee-based company that last year launched its first production electric motorcycle in an effort to reboot sales and appeal to a younger customer base, is cutting 700 jobs from its global operations. About 500 â€¦",http://techcrunch.com/2020/07/09/harley-davidsons-rewire-plan-starts-with-700-jobs-cuts-ousted-cfo/,https://techcrunch.com/wp-content/uploads/2019/07/LiveWire-Charging-Harley-Davidson.jpg?w=533,2020-07-09T19:56:57Z,"Harley-Davidson, the storied and struggling Milwaukee-based company that last year launched its first production electric motorcycle in an effort to reboot sales and appeal to a younger customer baseâ€¦ [+3195 chars]"
ok,70,"{'id': None, 'name': 'New York Times'}",Andrew Jacobs,Drug Giants Create Fund to Bolster Struggling Antibiotic Start-Ups - The New York Times,"New medicines are desperately needed to treat a growing number of drug-resistant infections, but many companies developing the drugs are short on cash and investments.",https://www.nytimes.com/2020/07/09/health/antibiotics-pharma-drug-resistance.html,https://static01.nyt.com/images/2020/07/10/science/09antibiotics-print/merlin_152334294_d66d1aea-43f3-476d-a43e-d1cbe05dcb21-facebookJumbo.jpg,2020-07-09T19:29:00Z,"The collapse of the antibiotic market has dramatically reduced the number of promising drugs. Between 1980 and 2009, the Food and Drug Administration approved 61 new antibiotics for systemic use; oveâ€¦ [+1914 chars]"
ok,70,"{'id': None, 'name': 'Chicago Tribune'}","Brendan Bures, The Fresh Toast",Researchers say CBD could provide vital treatment for coronavirus - Chicago Tribune,"CBD anti-inflammatory properties and mental health treatment capabilities demand further investigation for coronavirus patients, according to a new study.",https://www.chicagotribune.com/marijuana/sns-tft-cbd-coronavirus-treatment-research-20200709-4gp2a2w76fah7p277n3ss42yby-story.html,https://www.chicagotribune.com/resizer/ZcGqED4PNvgDzGstvM0TcHpx1rc=/1200x0/top/cloudfront-us-east-1.images.arcpublishing.com/tronc/E7SS6PWJKJBYBDZCC52TBN7PRA.jpg,2020-07-09T18:08:00Z,
ok,70,"{'id': None, 'name': 'Lifehacker.com'}",Kate Dore,Find Out Who Got a PPP Loan with ProPublica's New Tool - Lifehacker,"Are you curious to see if your employer or local businesses got a slice of the governmentâ€™s $2.2 trillion stimulus package? This week, ProPublica, an independent, non-profit newsroom, released a new Paycheck Protection Program (PPP) tracking tool.",https://lifehacker.com/find-out-who-got-a-ppp-loan-with-propublicas-new-tool-1844324044,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/sqvd7ih0ptuhjgljca66.jpg",2020-07-09T18:00:00Z,"Are you curious to see if your employer or local businesses got a slice of the governments $2.2 trillion stimulus package? This week, ProPublica, an independent, non-profit newsroom, released a new Pâ€¦ [+1591 chars]"
ok,70,"{'id': None, 'name': 'Triangle Business Journal'}",,Exclusive: Denver-based tech company announces employees will work from home permanently - Denver Business Journal,,https://www.bizjournals.com/denver/news/2020/07/09/visible-permanent-work-from-home-denver.html,,2020-07-09T16:30:00Z,
ok,70,"{'id': None, 'name': 'CNBC'}",Melissa Repko,"Walgreens swings to a quarterly loss as coronavirus drives up costs, lowers doctor visits; shares fall - CNBC","Walgreens Boots Alliance said its profits were squeezed by a shift in sales to low-margin items, increased supply-chain costs and higher expenses for labor and store cleaning.",https://www.cnbc.com/2020/07/09/walgreens-wba-earnings-q3-2020.html,https://image.cnbcfm.com/api/v1/image/105585479-1555505076684bootswalgreens.jpg?v=1562601239,2020-07-09T11:45:00Z,Walgreens Boots AllianceÂ said Thursday that the pandemic hurt its fiscal third-quarter results as fewer people went to the doctor and got prescriptions and the company spent more to staff and clean sâ€¦ [+4414 chars]
